Nama,Judul,Abstrak,Tahun,teks_gabung,teks_bersih,tokens
,SISTEM INFORMASI LAYANAN ASURANSI BERBASIS\r\nANDROID DAN WEB SERVICE PADA AJB BUMIPUTERA \r\n1912 CABANG SEKIP PALEMBANG.,"Dalam rangka meningkatkan kualitas pelayanan perusahaan, AJB Bumiputera 1912 Cabang Sekip Palembang membutuhkan suatu sistem pendukung yang dapat mempermudah dalam proses kegiatan layanan asuransi bagi nasabah atau pemegang polis-nya. selain itu, sistem ini juga diharapkan dapat meminimalisir biaya opersional perusahaan yang selama ini menjadi sebab utama menurunnya omset keuntungan bagi perusahaan asuransi di Indonesia. Layanan asuransi ini bertujuan untuk menarik minat para calon nasabah asuransi agar mau mengansuransi-kan diri baik jiwa, pendidikan maupun hari tuanya, yang selama ini enggan untuk ikut asuransi dengan alasan proses pencairan dana (klaim) yang lama atau proses penerbitan polis yang terkesan sulit. Penelitian ini bertujuan untuk merancang dan membangun Sistem Informasi Layanan Asuransi pada AJB Bumiputera 1912 Palembang yang mampu mempermudah proses penerbitan polis, angsuran premi, pengajuan klaim asuransi dan menjadi media promosi bagi produk-produk asuransi perusahaan serta diharapkan mampu memanajemen kegiatan agen asuransi dan pemegang polis. Metode penelitian yang digunakan yaitu metode penelitian kualitatif dengan metode pengumpulan data yaitu observasi, wawancara, studi kepustakaan, dan dokumentasi. Metode pengembangan sistem yang digunakan yaitu Prototype. Alat bantu analisis dan perancangan yang digunakan yaitu Data Flow Diagram (DFD), Use case Diagram, Class Diagram, Activity Diagram, Squence Diagram, serta perancangan database menggunakan Entity Relationship Diagram (ERD), Bahasa pemrograman yang digunakan yaitu Hypertext Preprocessor (PHP), Java (Eclips IDE), Framework Codeigniter serta database menggunakan MySQL, Metode pengujian menggunakan Blackbox testing. Diharapkan sistem dapat membantu kegiatan layanan asuransi terutama dalam kegiatan pengajuan klaim dan penerbitan polis asuransi.",2021,"SISTEM INFORMASI LAYANAN ASURANSI BERBASIS\r\nANDROID DAN WEB SERVICE PADA AJB BUMIPUTERA \r\n1912 CABANG SEKIP PALEMBANG. Dalam rangka meningkatkan kualitas pelayanan perusahaan, AJB Bumiputera 1912 Cabang Sekip Palembang membutuhkan suatu sistem pendukung yang dapat mempermudah dalam proses kegiatan layanan asuransi bagi nasabah atau pemegang polis-nya. selain itu, sistem ini juga diharapkan dapat meminimalisir biaya opersional perusahaan yang selama ini menjadi sebab utama menurunnya omset keuntungan bagi perusahaan asuransi di Indonesia. Layanan asuransi ini bertujuan untuk menarik minat para calon nasabah asuransi agar mau mengansuransi-kan diri baik jiwa, pendidikan maupun hari tuanya, yang selama ini enggan untuk ikut asuransi dengan alasan proses pencairan dana (klaim) yang lama atau proses penerbitan polis yang terkesan sulit. Penelitian ini bertujuan untuk merancang dan membangun Sistem Informasi Layanan Asuransi pada AJB Bumiputera 1912 Palembang yang mampu mempermudah proses penerbitan polis, angsuran premi, pengajuan klaim asuransi dan menjadi media promosi bagi produk-produk asuransi perusahaan serta diharapkan mampu memanajemen kegiatan agen asuransi dan pemegang polis. Metode penelitian yang digunakan yaitu metode penelitian kualitatif dengan metode pengumpulan data yaitu observasi, wawancara, studi kepustakaan, dan dokumentasi. Metode pengembangan sistem yang digunakan yaitu Prototype. Alat bantu analisis dan perancangan yang digunakan yaitu Data Flow Diagram (DFD), Use case Diagram, Class Diagram, Activity Diagram, Squence Diagram, serta perancangan database menggunakan Entity Relationship Diagram (ERD), Bahasa pemrograman yang digunakan yaitu Hypertext Preprocessor (PHP), Java (Eclips IDE), Framework Codeigniter serta database menggunakan MySQL, Metode pengujian menggunakan Blackbox testing. Diharapkan sistem dapat membantu kegiatan layanan asuransi terutama dalam kegiatan pengajuan klaim dan penerbitan polis asuransi.",sistem informasi layanan asuransi berbasis r nandroid dan web service pada ajb bumiputera r n cabang sekip palembang dalam rangka meningkatkan kualitas pelayanan perusahaan ajb bumiputera cabang sekip palembang membutuhkan suatu sistem pendukung yang dapat mempermudah dalam proses kegiatan layanan asuransi bagi nasabah atau pemegang polis nya selain itu sistem ini juga diharapkan dapat meminimalisir biaya opersional perusahaan yang selama ini menjadi sebab utama menurunnya omset keuntungan bagi perusahaan asuransi di indonesia layanan asuransi ini bertujuan untuk menarik minat para calon nasabah asuransi agar mau mengansuransi kan diri baik jiwa pendidikan maupun hari tuanya yang selama ini enggan untuk ikut asuransi dengan alasan proses pencairan dana klaim yang lama atau proses penerbitan polis yang terkesan sulit penelitian ini bertujuan untuk merancang dan membangun sistem informasi layanan asuransi pada ajb bumiputera palembang yang mampu mempermudah proses penerbitan polis angsuran premi pengajuan klaim asuransi dan menjadi media promosi bagi produk produk asuransi perusahaan serta diharapkan mampu memanajemen kegiatan agen asuransi dan pemegang polis metode penelitian yang digunakan yaitu metode penelitian kualitatif dengan metode pengumpulan data yaitu observasi wawancara studi kepustakaan dan dokumentasi metode pengembangan sistem yang digunakan yaitu prototype alat bantu analisis dan perancangan yang digunakan yaitu data flow diagram dfd use case diagram class diagram activity diagram squence diagram serta perancangan database menggunakan entity relationship diagram erd bahasa pemrograman yang digunakan yaitu hypertext preprocessor php java eclips ide framework codeigniter serta database menggunakan mysql metode pengujian menggunakan blackbox testing diharapkan sistem dapat membantu kegiatan layanan asuransi terutama dalam kegiatan pengajuan klaim dan penerbitan polis asuransi,"['layan', 'asuransi', 'nandroid', 'service', 'ajb', 'bumiputera', 'sekip', 'rangka', 'tingkat', 'kualitas', 'layan', 'ajb', 'bumiputera', 'sekip', 'butuh', 'dukung', 'mudah', 'proses', 'giat', 'layan', 'asuransi', 'nasabah', 'pegang', 'polis', 'nya', 'harap', 'meminimalisir', 'biaya', 'opersional', 'turun', 'omset', 'untung', 'asuransi', 'layan', 'asuransi', 'tuju', 'tarik', 'minat', 'calon', 'nasabah', 'asuransi', 'mengansuransi', 'jiwa', 'didik', 'tua', 'enggan', 'asuransi', 'alas', 'proses', 'cair', 'dana', 'klaim', 'proses', 'terbit', 'polis', 'kes', 'sulit', 'tuju', 'rancang', 'bangun', 'layan', 'asuransi', 'ajb', 'bumiputera', 'mudah', 'proses', 'terbit', 'polis', 'angsur', 'premi', 'aju', 'klaim', 'asuransi', 'media', 'promosi', 'produk', 'produk', 'asuransi', 'harap', 'manajemen', 'giat', 'agen', 'asuransi', 'pegang', 'polis', 'kualitatif', 'kumpul', 'observasi', 'wawancara', 'pustaka', 'dokumentasi', 'prototype', 'alat', 'bantu', 'ancang', 'flow', 'diagram', 'dfd', 'use', 'diagram', 'class', 'diagram', 'activity', 'diagram', 'squence', 'diagram', 'ancang', 'database', 'entity', 'relationship', 'diagram', 'erd', 'bahasa', 'pemrograman', 'hypertext', 'preprocessor', 'java', 'eclips', 'ide', 'framework', 'codeigniter', 'database', 'mysql', 'uji', 'blackbox', 'testing', 'harap', 'bantu', 'giat', 'layan', 'asuransi', 'giat', 'aju', 'klaim', 'terbit', 'polis', 'asuransi']"
,PEMANFAATAN HUMAN ORGANIZATION TECHNOLOGY-NET \r\nBENEFIT UNTUK MENGUKUR SISTEM INFORMASI E-TICKETING \r\nPADA PT KERETA API INDONESIA (Persero) DIVRE III KERTAPATI \r\nPALEMBANG.,"PT Kereta Api Indonesia (KAI) perlu mengembangkan sistem yang menunjang proses penjualan tiket secara elektronik (e-ticketing), karena meskipun penggunaannya sudah relatif tinggi namun masih terdapat beberapa kekurangan. Penelitian ini menganalisis keberhasilan penggunaan sistem e-ticketing Rail Ticket System (RTS) pada PT. Kereta Api Indonesia (Persero) Divisi Regional III Palembang dengan menggunakan metode Human, Organization, Technology (HOT) Fit Model. Tujuan dari penelitian ini adalah untuk mengetahui seberapa besar pengaruh antar variabel human, organization, technology, dan net benefit serta kesesuaian di antaranya. Hasil evaluasi dari penelitian ini yang menggunakan sampel 15 responden menunjukkan bahwa penerapan sistem informasi e-ticketing sudah sangat tepat serta telah memberikan hasil yang positif terbukti dengan nilai uji korelasi dari nilai masing-masing variabel yaitu teknologi berpengaruh positif terhadap manusia dengan tingkat korelasi 0,952. Teknologi berpengaruh positif terhadap organisasi dengan tingkat korelasi 0,883. Manusia berpengaruh positif terhadap organisasi dengan tingkat korelasi 0,913. Dan manusia serta organisasi berpengaruh positif terhadap net benefit dengan masing-masing tingkat korelasi 0,868 dan 0,848. Hasil evaluasi menunjukkan bahwa sistem informasi Rail Ticket System (RTS) berhasil dimanfaatkan.",2021,"PEMANFAATAN HUMAN ORGANIZATION TECHNOLOGY-NET \r\nBENEFIT UNTUK MENGUKUR SISTEM INFORMASI E-TICKETING \r\nPADA PT KERETA API INDONESIA (Persero) DIVRE III KERTAPATI \r\nPALEMBANG. PT Kereta Api Indonesia (KAI) perlu mengembangkan sistem yang menunjang proses penjualan tiket secara elektronik (e-ticketing), karena meskipun penggunaannya sudah relatif tinggi namun masih terdapat beberapa kekurangan. Penelitian ini menganalisis keberhasilan penggunaan sistem e-ticketing Rail Ticket System (RTS) pada PT. Kereta Api Indonesia (Persero) Divisi Regional III Palembang dengan menggunakan metode Human, Organization, Technology (HOT) Fit Model. Tujuan dari penelitian ini adalah untuk mengetahui seberapa besar pengaruh antar variabel human, organization, technology, dan net benefit serta kesesuaian di antaranya. Hasil evaluasi dari penelitian ini yang menggunakan sampel 15 responden menunjukkan bahwa penerapan sistem informasi e-ticketing sudah sangat tepat serta telah memberikan hasil yang positif terbukti dengan nilai uji korelasi dari nilai masing-masing variabel yaitu teknologi berpengaruh positif terhadap manusia dengan tingkat korelasi 0,952. Teknologi berpengaruh positif terhadap organisasi dengan tingkat korelasi 0,883. Manusia berpengaruh positif terhadap organisasi dengan tingkat korelasi 0,913. Dan manusia serta organisasi berpengaruh positif terhadap net benefit dengan masing-masing tingkat korelasi 0,868 dan 0,848. Hasil evaluasi menunjukkan bahwa sistem informasi Rail Ticket System (RTS) berhasil dimanfaatkan.",pemanfaatan human organization technology net r nbenefit untuk mengukur sistem informasi e ticketing r npada pt kereta api indonesia persero divre iii kertapati r npalembang pt kereta api indonesia kai perlu mengembangkan sistem yang menunjang proses penjualan tiket secara elektronik e ticketing karena meskipun penggunaannya sudah relatif tinggi namun masih terdapat beberapa kekurangan penelitian ini menganalisis keberhasilan penggunaan sistem e ticketing rail ticket system rts pada pt kereta api indonesia persero divisi regional iii palembang dengan menggunakan metode human organization technology hot fit model tujuan dari penelitian ini adalah untuk mengetahui seberapa besar pengaruh antar variabel human organization technology dan net benefit serta kesesuaian di antaranya hasil evaluasi dari penelitian ini yang menggunakan sampel responden menunjukkan bahwa penerapan sistem informasi e ticketing sudah sangat tepat serta telah memberikan hasil yang positif terbukti dengan nilai uji korelasi dari nilai masing masing variabel yaitu teknologi berpengaruh positif terhadap manusia dengan tingkat korelasi teknologi berpengaruh positif terhadap organisasi dengan tingkat korelasi manusia berpengaruh positif terhadap organisasi dengan tingkat korelasi dan manusia serta organisasi berpengaruh positif terhadap net benefit dengan masing masing tingkat korelasi dan hasil evaluasi menunjukkan bahwa sistem informasi rail ticket system rts berhasil dimanfaatkan,"['manfaat', 'technology', 'net', 'nbenefit', 'ukur', 'ticketing', 'npada', 'kereta', 'persero', 'divre', 'kertapati', 'npalembang', 'kereta', 'kai', 'kembang', 'tunjang', 'proses', 'jual', 'tiket', 'elektronik', 'ticketing', 'guna', 'relatif', 'kurang', 'analis', 'hasil', 'guna', 'ticketing', 'rail', 'ticket', 'rts', 'kereta', 'persero', 'divisi', 'regional', 'technology', 'model', 'pengaruh', 'variabel', 'technology', 'net', 'benefit', 'sesuai', 'evaluasi', 'sampel', 'responden', 'terap', 'ticketing', 'positif', 'bukti', 'nilai', 'uji', 'korelasi', 'nilai', 'variabel', 'pengaruh', 'positif', 'manusia', 'korelasi', 'pengaruh', 'positif', 'korelasi', 'manusia', 'pengaruh', 'positif', 'korelasi', 'manusia', 'pengaruh', 'positif', 'net', 'benefit', 'korelasi', 'evaluasi', 'rail', 'ticket', 'rts', 'hasil', 'manfaat']"
,SISTEM INFORMASI PERSATUAN AMAL KEMATIAN DESA \r\nSUNGAI PINANG KECAMATAN RAMBUTAN \r\nKABUPATEN BANYUASIN.,,2021,SISTEM INFORMASI PERSATUAN AMAL KEMATIAN DESA \r\nSUNGAI PINANG KECAMATAN RAMBUTAN \r\nKABUPATEN BANYUASIN.,sistem informasi persatuan amal kematian desa r nsungai pinang kecamatan rambutan r nkabupaten banyuasin,"['satu', 'amal', 'mati', 'nsungai', 'pinang', 'rambutan', 'nkabupaten']"
,ANALISIS PENERIMAAN DAN PENGGUNAAN APLIKASI E-LKP\r\nUIN RADEN FATAH PALEMBANG MENGGUNAKAN MODEL FOR\r\nMANDATORY USE OF SOFTWARE TECHNOLOGIES.,"Electronic Lembar Kinerja Pegawai (E-LKP) merupakan aplikasi Universitas Islam Negeri\r\nRaden Fatah Palembang yang berbasis website digunakan oleh pegawai ASN dan Dosen\r\ndengan tugas tambahan dengan tujuan untuk melaporkan hasil kinerjanya. Pada penelitian ini\r\nbertujuan untuk mengetahui penerimaan dan penggunaan Aplikasi E-LKP (Electronic-Lembar\r\nKinerja Pegawai) UIN Raden Fatah Palembang menggunakan Model for Mandatory Use of\r\nSoftware Technologies (MMUST) dan menggunakan semua variabel pada MMUST yaitu 8\r\nkonstruk berupa Information Quality/Kualitas Informasi, Information Satisfaction/ Kepuasan\r\nInformasi, Social Influence/Pengaruh Sosial, Performance Expectancy/ Harapan Kinerja,\r\nAttitude/Sikap, Use/Penggunaan, Overall Satisfaction/Kepuasan Keseluruhan, dan Net\r\nBenefits/Manfaat bersih. Data dalam penelitian ini dikumpulkan menggunakan kuesioner yang\r\ndisebarkan kepada 186 responden. Analisis data yang digunakan yaitu menggunakan PLSSEM dengan tool Smart-PLS versi 3.0. Hasil keseluruhan dari penelitian ini menunjukkan\r\npenerimaan dan penggunaan aplikasi E-LKP UIN Raden Fatah Palembang menggunakan\r\nModel for Mandatory Use of Software Technologies (MMUST) berpengaruh sebesar 92,8%.\r\nDari persentase tersebut dapat disimpulkan bahwa aplikasi E-LKP UIN Raden Fatah\r\nPalembang sudah dapat diterima dan sudah digunakan oleh pengguna yaitu pegawai ASN dan\r\ndosen dengan tugas tambahan.\r\nKata Kunci: E-LKP, Model for Mandatory Use of Software Technologies (MMUST), PLSSEM",2021,"ANALISIS PENERIMAAN DAN PENGGUNAAN APLIKASI E-LKP\r\nUIN RADEN FATAH PALEMBANG MENGGUNAKAN MODEL FOR\r\nMANDATORY USE OF SOFTWARE TECHNOLOGIES. Electronic Lembar Kinerja Pegawai (E-LKP) merupakan aplikasi Universitas Islam Negeri\r\nRaden Fatah Palembang yang berbasis website digunakan oleh pegawai ASN dan Dosen\r\ndengan tugas tambahan dengan tujuan untuk melaporkan hasil kinerjanya. Pada penelitian ini\r\nbertujuan untuk mengetahui penerimaan dan penggunaan Aplikasi E-LKP (Electronic-Lembar\r\nKinerja Pegawai) UIN Raden Fatah Palembang menggunakan Model for Mandatory Use of\r\nSoftware Technologies (MMUST) dan menggunakan semua variabel pada MMUST yaitu 8\r\nkonstruk berupa Information Quality/Kualitas Informasi, Information Satisfaction/ Kepuasan\r\nInformasi, Social Influence/Pengaruh Sosial, Performance Expectancy/ Harapan Kinerja,\r\nAttitude/Sikap, Use/Penggunaan, Overall Satisfaction/Kepuasan Keseluruhan, dan Net\r\nBenefits/Manfaat bersih. Data dalam penelitian ini dikumpulkan menggunakan kuesioner yang\r\ndisebarkan kepada 186 responden. Analisis data yang digunakan yaitu menggunakan PLSSEM dengan tool Smart-PLS versi 3.0. Hasil keseluruhan dari penelitian ini menunjukkan\r\npenerimaan dan penggunaan aplikasi E-LKP UIN Raden Fatah Palembang menggunakan\r\nModel for Mandatory Use of Software Technologies (MMUST) berpengaruh sebesar 92,8%.\r\nDari persentase tersebut dapat disimpulkan bahwa aplikasi E-LKP UIN Raden Fatah\r\nPalembang sudah dapat diterima dan sudah digunakan oleh pengguna yaitu pegawai ASN dan\r\ndosen dengan tugas tambahan.\r\nKata Kunci: E-LKP, Model for Mandatory Use of Software Technologies (MMUST), PLSSEM",analisis penerimaan dan penggunaan aplikasi e lkp r nuin raden fatah palembang menggunakan model for r nmandatory use of software technologies electronic lembar kinerja pegawai e lkp merupakan aplikasi universitas islam negeri r nraden fatah palembang yang berbasis website digunakan oleh pegawai asn dan dosen r ndengan tugas tambahan dengan tujuan untuk melaporkan hasil kinerjanya pada penelitian ini r nbertujuan untuk mengetahui penerimaan dan penggunaan aplikasi e lkp electronic lembar r nkinerja pegawai uin raden fatah palembang menggunakan model for mandatory use of r nsoftware technologies mmust dan menggunakan semua variabel pada mmust yaitu r nkonstruk berupa information quality kualitas informasi information satisfaction kepuasan r ninformasi social influence pengaruh sosial performance expectancy harapan kinerja r nattitude sikap use penggunaan overall satisfaction kepuasan keseluruhan dan net r nbenefits manfaat bersih data dalam penelitian ini dikumpulkan menggunakan kuesioner yang r ndisebarkan kepada responden analisis data yang digunakan yaitu menggunakan plssem dengan tool smart pls versi hasil keseluruhan dari penelitian ini menunjukkan r npenerimaan dan penggunaan aplikasi e lkp uin raden fatah palembang menggunakan r nmodel for mandatory use of software technologies mmust berpengaruh sebesar r ndari persentase tersebut dapat disimpulkan bahwa aplikasi e lkp uin raden fatah r npalembang sudah dapat diterima dan sudah digunakan oleh pengguna yaitu pegawai asn dan r ndosen dengan tugas tambahan r nkata kunci e lkp model for mandatory use of software technologies mmust plssem,"['terima', 'guna', 'lkp', 'nuin', 'model', 'nmandatory', 'use', 'software', 'technologies', 'electronic', 'lembar', 'pegawai', 'lkp', 'nraden', 'pegawai', 'asn', 'ndengan', 'tambah', 'lapor', 'kerja', 'nbertujuan', 'terima', 'guna', 'lkp', 'electronic', 'lembar', 'nkinerja', 'pegawai', 'model', 'mandatory', 'use', 'nsoftware', 'technologies', 'mmust', 'variabel', 'mmust', 'nkonstruk', 'quality', 'kualitas', 'satisfaction', 'puas', 'ninformasi', 'social', 'influence', 'pengaruh', 'sosial', 'performance', 'expectancy', 'harap', 'nattitude', 'sikap', 'use', 'guna', 'overall', 'satisfaction', 'puas', 'net', 'nbenefits', 'bersih', 'kumpul', 'kuesioner', 'ndisebarkan', 'responden', 'plssem', 'tool', 'smart', 'pls', 'versi', 'npenerimaan', 'guna', 'lkp', 'nmodel', 'mandatory', 'use', 'software', 'technologies', 'mmust', 'pengaruh', 'ndari', 'persentase', 'simpul', 'lkp', 'npalembang', 'terima', 'pegawai', 'asn', 'ndosen', 'tambah', 'nkata', 'kunci', 'lkp', 'model', 'mandatory', 'use', 'software', 'technologies', 'mmust', 'plssem']"
,Sistem informasi Bursa Kerja Khusus Berbasis Web Menggunakan Metode Waterfall Di SMK Muhammadiyah 1 Palembang.,"SISTEM INFORMASI BURSA KERJA KHUSUS BERBASIS WEB MENGGUNAKAN METODE WATERFALL DI SMK MUHAMMADIYAH 1 PALEMBANG\r\n\r\n\r\nABSTRAK\r\n\r\nSMK Muhammadiyah 1 Palembang merupakan sarana pendidikan formal yang membekali siswanya dengan ilmu pengetahuan, keterampilan dan kemampuan untuk bersosialisasi dengan masyarakat. Bursa Kerja Khusus (BKK) adalah sebuah lembaga yang di bentuk di sekolah Negeri maupun Swasta sebagai unit pelaksana yang memberikan pelayanan dan informasi lowongan kerja. BKK SMA merupakan salah satu komponen penting dalam mengukur keberhasilan pendidikan SMA karena BKK menjadi lembaga yang berperan mengoptimalkan penyaluran lulusan SMA dan sumber informasi untuk pencari kerja. SMK  Muhammadiyah 1 Palembang memiliki BKK yang menangani pekerjaan secara manual. Penyampaian informasi lowongan kerja pihak BKK dilakukan dengan menempelkan brosur pada mading atau papan pengumuman yang ada di sekolah ataupun menyampaikan secara langsung pada siswa untuk bisa di sampaikan lagi kepada alumni yang di kenal sehingga hal itu membuat informasi tidak tersampaikan dengan baik. Tujuan dalam penelitian ini adalah untuk membangun sistem informasi bursa kerja khusus berbasis web menggunakan metode waterfall di SMK 1 Muhammdiyah Palembang. Hasil penelitian ini berupa sistem informasi bursa kerja khusus yang terdiri dari aplikasi pengguna dan aplikasi admin untuk mengatur kerja aplikasi pengguna yang telah berhasil dilakukan pengujian dalam pengimplementasiannya.\r\n\r\nKata Kunci: sistem informasi, bursa kerja, waterfall",2021,"Sistem informasi Bursa Kerja Khusus Berbasis Web Menggunakan Metode Waterfall Di SMK Muhammadiyah 1 Palembang. SISTEM INFORMASI BURSA KERJA KHUSUS BERBASIS WEB MENGGUNAKAN METODE WATERFALL DI SMK MUHAMMADIYAH 1 PALEMBANG\r\n\r\n\r\nABSTRAK\r\n\r\nSMK Muhammadiyah 1 Palembang merupakan sarana pendidikan formal yang membekali siswanya dengan ilmu pengetahuan, keterampilan dan kemampuan untuk bersosialisasi dengan masyarakat. Bursa Kerja Khusus (BKK) adalah sebuah lembaga yang di bentuk di sekolah Negeri maupun Swasta sebagai unit pelaksana yang memberikan pelayanan dan informasi lowongan kerja. BKK SMA merupakan salah satu komponen penting dalam mengukur keberhasilan pendidikan SMA karena BKK menjadi lembaga yang berperan mengoptimalkan penyaluran lulusan SMA dan sumber informasi untuk pencari kerja. SMK  Muhammadiyah 1 Palembang memiliki BKK yang menangani pekerjaan secara manual. Penyampaian informasi lowongan kerja pihak BKK dilakukan dengan menempelkan brosur pada mading atau papan pengumuman yang ada di sekolah ataupun menyampaikan secara langsung pada siswa untuk bisa di sampaikan lagi kepada alumni yang di kenal sehingga hal itu membuat informasi tidak tersampaikan dengan baik. Tujuan dalam penelitian ini adalah untuk membangun sistem informasi bursa kerja khusus berbasis web menggunakan metode waterfall di SMK 1 Muhammdiyah Palembang. Hasil penelitian ini berupa sistem informasi bursa kerja khusus yang terdiri dari aplikasi pengguna dan aplikasi admin untuk mengatur kerja aplikasi pengguna yang telah berhasil dilakukan pengujian dalam pengimplementasiannya.\r\n\r\nKata Kunci: sistem informasi, bursa kerja, waterfall",sistem informasi bursa kerja khusus berbasis web menggunakan metode waterfall di smk muhammadiyah palembang sistem informasi bursa kerja khusus berbasis web menggunakan metode waterfall di smk muhammadiyah palembang r n r n r nabstrak r n r nsmk muhammadiyah palembang merupakan sarana pendidikan formal yang membekali siswanya dengan ilmu pengetahuan keterampilan dan kemampuan untuk bersosialisasi dengan masyarakat bursa kerja khusus bkk adalah sebuah lembaga yang di bentuk di sekolah negeri maupun swasta sebagai unit pelaksana yang memberikan pelayanan dan informasi lowongan kerja bkk sma merupakan salah satu komponen penting dalam mengukur keberhasilan pendidikan sma karena bkk menjadi lembaga yang berperan mengoptimalkan penyaluran lulusan sma dan sumber informasi untuk pencari kerja smk muhammadiyah palembang memiliki bkk yang menangani pekerjaan secara manual penyampaian informasi lowongan kerja pihak bkk dilakukan dengan menempelkan brosur pada mading atau papan pengumuman yang ada di sekolah ataupun menyampaikan secara langsung pada siswa untuk bisa di sampaikan lagi kepada alumni yang di kenal sehingga hal itu membuat informasi tidak tersampaikan dengan baik tujuan dalam penelitian ini adalah untuk membangun sistem informasi bursa kerja khusus berbasis web menggunakan metode waterfall di smk muhammdiyah palembang hasil penelitian ini berupa sistem informasi bursa kerja khusus yang terdiri dari aplikasi pengguna dan aplikasi admin untuk mengatur kerja aplikasi pengguna yang telah berhasil dilakukan pengujian dalam pengimplementasiannya r n r nkata kunci sistem informasi bursa kerja waterfall,"['bursa', 'khusus', 'waterfall', 'bursa', 'khusus', 'waterfall', 'nabstrak', 'nsmk', 'sarana', 'didik', 'formal', 'bekal', 'siswa', 'ilmu', 'tahu', 'terampil', 'mampu', 'sosial', 'masyarakat', 'bursa', 'khusus', 'bkk', 'bentuk', 'swasta', 'unit', 'laksana', 'layan', 'lowong', 'bkk', 'salah', 'komponen', 'ukur', 'hasil', 'didik', 'bkk', 'peran', 'optimal', 'salur', 'lulus', 'sumber', 'cari', 'milik', 'bkk', 'tangan', 'kerja', 'manual', 'sampai', 'lowong', 'bkk', 'tempel', 'brosur', 'mading', 'papan', 'umum', 'langsung', 'siswa', 'alumni', 'kenal', 'bangun', 'bursa', 'khusus', 'waterfall', 'muhammdiyah', 'bursa', 'khusus', 'admin', 'atur', 'hasil', 'uji', 'implementasi', 'nkata', 'kunci', 'bursa', 'waterfall']"
